category,text
spam,"Наталья (25/Ф) приглашает тебя стать ее другом. Ответить ДА-440 или НЕТ-440 Посмотреть ее: www.SMS.ac/u/nat27081980 СТОП? Отправьте STOP FRND на номер 62468."
ham,"у меня на полке лежит десять рупий :) купи два яйца."
ham,"я опаздываю. я буду там в"
ham,"Ну это приятно. Жаль, что я не могу это есть"
ham,"я случайно принес их домой в коробке."
ham,"Пожалуйста, ей нужно есть медленно, иначе ее будет рвать еще сильнее."
ham,"мне нужно сдавать экзамен 3 марта"
ham,"Девочки Джейн не идут на работу, чувствую себя плохо после первой ночи. Звонили, уже прикрыли меня, чувак.:-)"
ham,"5 ночей...Мы не останемся в порту Степ Ляо...Слишком бывшие"
ham,"Если я умру, я хочу, чтобы ты забрал все мои вещи."
ham,"О ЧЕРТЬ. ПРОСЫЛСЯ В КРОВАТИ НА ЛОДКЕ В ДОКАХ. СПАЛ С 25-ЛЕТНЕЙ девочкой. РАСТЯГИВАТЬ! ДАЙТЕ СПЛЕТНИЦУ L8R. ХХХ"
ham,"Улыбнись в удовольствие. Улыбнись в боли. Улыбайся, когда беда льет, как дождь. Улыбайся, когда sum1 причиняет тебе боль. Улыбайся, потому что КОМУ-ТО все еще нравится видеть тебя улыбающимся!!"
ham,"Прабха..мне жаль..правда..от всего сердца мне жаль"
ham,"я снова встретил Алекса Николса из средней школы, и оказалось, что он торгует!"
spam,"ЧАСТНЫЙ! В выписке по вашему счету за 2003 год для <fone no> указано 800 неиспользованных баллов SIM. Позвоните по телефону 08715203656. Идентификационный код: 42049. Срок действия истекает 26.10.04."
ham,"Это значит, что ты не смог сдержать своих слов."
ham,"Нет, я все еще на рынке"
ham,"я понимаю, что ты занятой парень, и я стараюсь не беспокоить тебя. Мне нужно сдать несколько экзаменов, а затем попробовать машины. У тебя будет день gr8"
spam,"ВЫ ВЫБРАНЫ ДЛЯ ПОЛУЧЕНИЯ НАГРАДЫ в размере 350 фунтов стерлингов! Пожалуйста, позвоните по номеру заявки 09066364311, чтобы получить награду, которую вы выбрали для получения как ценный мобильный клиент."
ham,"Привет, а как насчет твоего проекта. Началось, аха да."
ham,"ок круто. Тогда увидимся."
ham,"нахожусь на сайте uworld. Я покупаю только qbank или покупаю его вместе с самооценкой?"
ham,"Ваше мнение обо мне? 1. Более 2. Джада 3. Кусрути 4. Милый 5. Тихий 6. Характер Spl 7. Незрелый 8. Стильный 9. Простой Пожалуйста, ответьте.."
spam,"Кто-то из твоих знакомых пытается связаться с тобой через нашу службу знакомств! Чтобы узнать, кто это мог быть, позвоните со своего мобильного или стационарного телефона 09064015307 BOX334SK38ch."
ham,"Да, я еще могу тебя подвезти"
ham,"Джей хочет сначала потренироваться, как звучит цифра 4?"
ham,"Гуд гуд..к, чикку тке забота.. спи спокойно, гуд ныть"
ham,"Это часть проверки IQ."
ham,"Хм, думаю, лор..."
ham,"Конечно! Не дразните меня... Знаете, я просто обязан увидеть! *ухмыляется* ... Держи меня в курсе, моя добыча... *любящая улыбка* *пожирающий поцелуй*"
ham,"спасибо за темалы, это было чудесно. Благодарить. Желаю хорошей недели."
ham,"спасибо, принцесса! Я хочу увидеть твою красивую сочную попку..."
ham,"Целый день не ел. Я сижу, смотрю на эту сочную пиццу и не могу ее съесть. Эти лекарства разрушают мою жизнь."
ham,"Гуд ни8 дорогая..слп ну..береги себя..сны..Муа.."
ham,"зайди и поищи это видео..не закончено.."
ham,"K, я скоро ухожу, будь там чуть позже 9"
spam,"Срочно! Звоните по телефону 09061213237 со стационарного телефона. 5000 фунтов стерлингов наличными или отпуск 4* в ожидании получения. Условия и положения SAE, почтовый ящик 177 M227XY. 16+"
ham,"Да работа хорошая, началась на прошлой неделе, всё то же самое, что и раньше, скучно, но легко, а ребята веселые!"
ham,"Ты учишься один, без чьей-либо помощи. Если не можешь, не надо учиться."
ham,"скажи мне, пожалуйста, что не все ключи от моей машины в твоей сумочке."
ham,"я ничего не получил, да"
ham,"ок... Сладких снов..."
ham,"Ну, ее ждет большой сюрприз!"
ham,"Как обычно...я в порядке, счастлива и у меня всё хорошо..:)"
ham,"1 в куб. 2 в Ченнаи."
ham,"если хочешь, могу помочь тебе налететь, забрав тебя везде, где бы ты ни встретил других птиц."
ham,"Если кто-нибудь потребует беговую дорожку, скажите, что купите ее. Убедитесь, что он работает. Я нашел на Craigslist объявление о продаже за $ &lt;#&gt; ."
ham,"я ОЧЕНЬ ОБОЖАЮ Южный Парк! Я только недавно начал смотреть офис."
ham,"ты видел этот фильм :)"
ham,"Пожалуйста, поговорите со мной. Я не буду просить ничего, кроме твоей дружбы."
ham,"Штормовое сообщение: когда ты поднимаешь телефон, ты говоришь: ПРИВЕТ. Знаешь ли ты, что на самом деле означает слово ПРИВЕТ? ты знаешь, кто эта девушка?? Маргарет, привет Она девушка Грэмбелла, который изобрел телефон... Мораль: можно узнать имя человека, но не его девушку... Спокойной ночи. .@"
ham,"гуд ni8.swt drms.береги себя"
ham,"ПРИВЕТ, ДОРОГАЯ, КЕЙТ, ТЫ ХОЧЕШЬ ЧТО-ТО СДЕЛАТЬ СЕГОДНЯ ВЕЧЕРОМ? Я СОБИРАЮСЬ С РОДИТЕЛЯМИ В ПАБ ПОД НАЗВАНИЕМ ЛЕБЕДЬ или что-то в этом роде, ТАК ПОЗВОНИТЕ МНЕ, ЕСЛИ МОЖЕТЕ"
ham,"Что-нибудь, тогда ты не пойдешь домой на 4-й ужин?"
ham,"ЭР, НАСЛАЖДАЙТЕСЬ ИНДИЙЦАМИ В МОН..ДА. САЛЛ ХОРОШО ХЕХЕ ;> как насчет тебя, шекси? Пит Хх"
spam,"Если вы этого не сделаете, ваш приз перейдет другому покупателю. Условия на сайте www.t-c.biz 18+ 150 пенсов/мин Polo Ltd Suite 373 London W1J 6HL Пожалуйста, перезвоните, если занято"
ham,"ты починил зубы? если нет, сделай это как можно скорее. ок, береги себя."
ham,"То есть ты хочешь прийти к нам на ужин сегодня вечером, а нет?"
ham,"Привет. Как дела? Чем занимались 2? Когда ты переедешь из квартиры, потому что янужно будет договориться о том, чтобы забрать лампу и т. д. Будьте осторожны. Привет, Кэролайн!"
ham,"уже поздно:)но вам того же желаю."
ham,"Привет. Надеюсь, у тебя *хороший день! Вернулся с прогулки, столик забронирован на полвосьмого. Дай мне знать, когда придешь."
ham,"О да, это явно моя вина."
ham,"Не знаю, может быть, не помню. Так во сколько мы встретимся с ТМР?"
ham,"Лучшее сообщение: трудно быть с человеком, когда знаешь, что еще один шаг вперед заставит тебя влюбиться.. и шаг назад может разрушить твою дружбу.. спокойной ночи :-) ..."
spam,"СРОЧНО! Ваш мобильный номер получил ГАРАНТИРОВАННЫЙ приз в размере 2000 фунтов стерлингов. Позвоните по номеру 09061790126 со стационарного телефона. Заявка 3030. Действует только 12 часов, 150 частей на миллион."
ham,"Привет... Просыпайся...! Сладкое утро добро пожаловать Ты Наслаждайся Этот день полный радости .. ГУД MRNG."
ham,"Викки, зайди <TIME&gt;.."
ham,"И как ты это сделаешь, принцесса? :)"
ham,"я зашел в поиск информации, но не знаю, что делать."
ham,"Да, наверное, здесь ненадолго"
ham,"скоро отправлю мне свой адрес электронной почты."
spam,"СРОЧНО! Вы выиграли 1 неделю БЕСПЛАТНОГО членства в нашем призовом джекпоте в размере 100 000 фунтов стерлингов! Отправьте сообщение: CLAIM на номер: 81010 T&C www.dbuk.net LCCLTD PBOX 4403LDNW1A7RW18"
ham,"я еще очень слаб сегодня.. Плохой день?"
ham,"Привет! Не забывай... Ты МОЯ... Для МЕНЯ... Моя собственность... МОЯ собственность... МММ... *детская улыбка*..."
ham,"Отличная мысль неправильно понятого друга: Я знаю, ты меня ненавидишь, но в тот день, когда ты узнаешь правду, ты возненавидишь себя:-( Gn:-)"
ham,"Привет! Поздравляю 2u2. Я люблю 2, но мне нужно было 2 пойти домой!"
ham,"Дорогой, где ты. Позвоните мне"
ham,"Xy сейчас что-то пытаюсь. Ты уже ешь? У нас нет..."
spam,"Срочно! Звоните по номеру 09061213237 со стационарного телефона. 5000 фунтов стерлингов наличными или роскошный 4-звездочный отпуск на Канарских островах ждут получения. Условия и положения SAE, п/я 177. M227XY. 150 стр/мин. 16+"
ham,"я не знаю, это у тебя в генах или что-то в этом роде."
spam,"приближается Рождество, и вы получаете подарочные сертификаты на компакт-диск на 500 фунтов стерлингов и бесплатный вход. 2 еженедельных розыгрыша по 100 фунтов стерлингов в формате TXT MUSIC на номер 87066 TnC. www.Ldew.com1win150ppmx3age16подписка"
ham,"Алекс говорит, что его не устраивает, что ты не согласен с этим."
ham,"ты идешь в похоронное бюро?"
ham,"Моя дорогая сестра. Как дела. Когда возобновится учеба в школе. Существует ли минимальный период ожидания перед повторной подачей заявки? Берегите себя"
ham,"я дам ей свой телефон, чтобы поболтать с тобой."
ham,"Доброе утро, мистер . Как Лондон относится к твоей патоке?"
ham,"я не смогу прийти сегодня вечером"
ham,"В КОТОРОЕ ВРЕМЯ мне прийти завтра?"
ham,"О программе &lt;#&gt; баксы. Комиссия банка фиксированная. Лучше позвонить в банк и узнать."
ham,"Могу. Но это будет рассказывать очень долго, потому что я еще не закончил свой фильм..."
ham,"пожалуйста, спросите мачо, сколько стоит бюджет на BB Bold 2, потому что я видел новый для &lt;#&gt; долларов."
ham,"Привет, пропустил твой звонок, а моя мама повсюду разлила красное вино! какой у тебя адрес?"
ham,"я буду у тебя примерно через 3 минуты, но береги меня."
ham,"Что ты делал в отпуске."
ham,"я вернусь в четверг. Ура. Будет ли нормально получить деньги? Ваше здоровье. О да, и как ты? Все в порядке. Как школа. Или ты называешь это работой сейчас?"
ham,"Очень хорошо! Кстати, подарю тебе билеты на субботу в 7.30. Говори до этого x"
ham,"да, я об этом и думал"
ham,"к.к:)я собираюсь на этой неделе в тирунелвали повидаться с дядей..я уже потрачу сумму на платье.так что мне нужны только деньги.отдам 1 февраля"
ham,"Вот твоя любимая устрица... И мое любимое сашими... Ладно, я уже не говорю... Подожди, у тебя в животе урчит..."
ham,"Моя сестра будет зарабатывать больше меня, да."
spam,"получи на свой мобильный телефон официальную полигональную мелодию АНГЛИИ или цветной флаг для сегодняшней игры! Отправьте сообщение TONE или FLAG на номер 84199. Отказ от TXT ENG STOP Box39822 W111WX £ 1,50"
ham,"Хахаха...включи мозги, дорогая"
ham,"Просто досмотри телевизор... Ты?"
ham,"К вашему сведению, я снова у своих родителей в южной Тампе, так что мне, возможно, придется заключить сделку где-нибудь еще"
ham,"Доброе утро, любимая... Сейчас я иду спать и желаю тебе отличного дня, полного самочувствия и возможностей... Ты моя последняя мысль, детка, Я ЛЮБЛЮ ТЕБЯ *целую*"
ham,"Коти распечатывает марандрату."
ham,"а у нас еще нет темы обряда?"
ham,"ОК, без проблем... Да, я пойду на урок в 4, если я правильно понял..."
ham,"Спасибо, я учту это"
ham,"Аа, благослови! Как твоя рука?"
ham,"Уважаемый сэр, Салам Алейкум. Гордость и удовольствие встречаем вас сегодня в чайном магазине. Мы рады выслать вам наш контактный номер в Катаре. Ракеш – индиец. Пожалуйста, сохраните наш номер. С уважением."
ham,"Гал и мальчик гуляют в парке. Гал-можно я подержу тебя за руку? мальчик-й? думаешь, я бы убежал? гал-нет, просто хочу, каково это - ходить по небесам с принцем..GN :-)"
ham,"Что тебя больше всего радует?"
ham,"Желаю вам прекрасной недели."
ham,"Сладкая, как дела?"
ham,"Сэр, жду вашего письма."
ham,"чувак, я больше не Рыбы. Я теперь Водолей."
ham,"Х конечно ему 2года. Точно так же ее сообщения в мессенджере типа ты мне отправляешь."
ham,"думаю Стейн наверняка получит одну калитку :)"
ham,"Ни [строгим голосом] — я учусь. У меня всё в порядке! Хотя не уверен, что дело разрешится.. В любом случае. Хороших каникул"
ham,"Мешки для мусора, яйца, джем, хлеб, пшеничная каша Ханнафорд"
ham,"Нет. Это не гордость. Я почти &lt;#&gt; мне лет, и я не должен брать деньги у моего ребенка. Вам не придется иметь дело с этими вещами. Это взрослые вещи, почему я вам не говорю."
ham,"Звучит лучше, чем мой вечер, я просто делаю костюм. Я не уверен, во сколько я закончу завтра, но в конце я напишу тебе."
ham,"Мой день рождения февраль &lt;#&gt; да. ."
ham,"И когда ты хочешь пойти в спортзал?"
ham,"Тебе бы этого хотелось, не так ли? Придурок!"
ham,"ты проснулся? Там есть снег?"
ham,"И вонять конечно надо!"
spam,"вы подписались на 2 TEXTCOMP 250 еженедельных комп. 1-ю неделю следует бесплатный вопрос, последующие недели оплачиваются @ 150p/msg.2, откажитесь от подписки txt STOP 2 84128,custcare 08712405020"
ham,"Нет. В эту комнату не будет свободных мест до Дня благодарения без дополнительной оплаты."
ham,"Когда вы, ребята, планируете приехать?"
ham,"Чем ты сейчас занимаешься?"
ham,"Мои родители, мои дети, мои друзья и мои коллеги. Все кричали.. СЮРПРИЗ !!, а я ждал на диване.. ... ..... ГОЛЫЙ...!"
ham,"Нет, сэр. Вот почему на прошлой неделе у меня была 8-часовая поездка на автобусе. В следующую среду у меня еще одно прослушивание, но думаю, на этот раз я смогу поехать."
ham,"Я? Я думал, что положил его обратно в коробку"
ham,"я дома..."
ham,"Никому не интересно. Может быть какой-нибудь бизнес-план."
ham,"ага это на парагоне... Я еще не решил, 2 ли резать... Хи..."
ham,"Доброе утро, принцесса! Хорошего дня!"
ham,"Гуай... Ü ты видела его, когда он шалил... Ü такой свободный сегодня? Можно пойти на пробежку..."
ham,"Айо, потому что я отправлю смс ü, а затем ü нева ответ, поэтому я жду 4 ü, чтобы ответить Лар. Я думаю, ты еще не закончил свою лабораторную работу."
ham,"Жить очень просто.. Любить тоже просто.. Смеяться слишком просто.. Победить слишком просто.. Но Быть 'ПРОСТЫМ' очень сложно... ;-) :-)"
ham,"Скажи мне что-нибудь. Это нормально."
ham,"ок"
ham,"Хм. Могу ли я принести бутылку вина, чтобы развлечь нас? Просто шутка! Я еще принесу бутылку. Красный или белый? Увидимся завтра"
ham,"это твой тест на лицо ( 1 2 3 4 5 6 7 8 9 &lt;#&gt; ) выбери любое число, которое я скажу твоему астрологическому лицу.... жду. быстрый ответ..."
ham,"Эй, Юри дал мне твой номер, я Уайли, друг Райана"
ham,"ага разберись с программой. Ты бездельничаешь."
ham,"я в офисе..все еще заполняю формы.не знаю, когда они меня оставят."
ham,"Я думаю, что твой наставник да, но не уверен на 100 процентов."
spam,"позвони по номеру 09095350301 и отправь наших девушек в эротический экстаз. Всего 60р/мин. Чтобы прекратить текстовые сообщения, позвоните по номеру 08712460324 (натуральный тариф)."
spam,"Камера - Вы получаете цифровую камеру SiPix! позвоните по номеру 09061221066 со стационарного телефона. Доставка в течение 28 дней."
spam,"Рождественская награда в размере 400 фунтов стерлингов ЖДЕТ ВАС! Наш компьютер случайным образом выбрал вас среди наших постоянных мобильных клиентов, чтобы получить вознаграждение в размере 400 фунтов стерлингов. Просто позвоните по номеру 09066380611."
ham,"Просто пытаюсь выяснить, когда я увижусь с парочкой разных людей на этой неделе. Мы сказали, что соберемся вместе, но я не назначил даты"
spam,"ВАЖНОЕ СООБЩЕНИЕ. Это последняя попытка контакта. У вас есть важные сообщения, которые ждут нашего отдела обработки претензий клиентов. Срок действия истекает 4.13.04. Звоните по телефону 08717507382 СЕЙЧАС!"
ham,"Привет, мама, возможно, мы вернемся позже, чем &lt;#&gt;"
spam,"знакомство:у меня было два таких. Началось только после того, как на прошлой неделе я отправил сообщение на спортивное радио. Как вы думаете, есть какая-то связь или совпадение?"
ham,"Лол, у тебя есть друг для собаки?"
ham," Хорошо, у тебя с ним какие-то проблемы? Что важно?"
ham,"K, я выйду через несколько минут, увидимся там"
ham,"Ты знаешь, что такое ДРУЖБА? Я привожу тебе пример: Просто это это сообщение.. Еври написал это сообщение неправильно.. Но ты можешь прочитать его без всяких сомнений.. СПОКОЙНОЙ НОЧИ и amp; ПРИЯТНОГО СНА..СЛАДКИХ СНОВ.."
ham,"я сейчас не могу взять трубку. Пожалуйста, отправьте сообщение"
ham,"Я не хочу, чтобы ты уходил. Но я едва делаю все, что могу, чтобы оставаться в здравом уме. постоянные ссоры с тобой не помогают."
spam,"Текущая ведущая ставка составляет 151. Чтобы приостановить аукцион, отправьте OUT. Служба поддержки клиентов: 08718726270"
spam,"Бесплатный вход в еженедельный конкурс gr8prizes comp 4, шанс выиграть новейшую модель Nokia 8800, PSP или 250 фунтов стерлингов наличными каждую неделю. ОТЛИЧНО TXT на номер 80878 http//www.gr8prizes.com 08715705022"
ham,"Кто-то создал веб-сайт, на котором можно играть в холдем, используя eve online spacebucks."
ham,"В Калифорнии солнечно. Погода просто классная"
spam,"У вас 1 новое сообщение. Позвоните 0207-083-6089."
ham,"Я смогу там выжить, выжав из отца &lt;#&gt; баксов"
ham,"Вам тоже доброго дня. Помолитесь за меня. Удалите зубы, так как поддерживать другие вещи больно."
ham,"Как ваши дела, малышки? Надеюсь, у тебя все в порядке. У меня был дерьмовый ночной сон. Я заснул в 5. Я измотан и боюсь работать сегодня вечером. Что ты делаешь сегодня вечером? Икс"
ham,"Как друзья помогают нам в проблемах? Они дают самые глупые предложения, которые приводят нас к другой проблеме и помогают забыть предыдущую."
ham,"я на работе. Пожалуйста позвони"
ham,"я буду нежным, детка! Скоро вы будете принимать все &lt;#&gt; в нескольких дюймах глубины твоей тугой киски..."
ham,"НЕ БОЛЬШЕ, БЕЗ ДОРАК. ЭТО БЫЛА ХОРОШАЯ НОЧЬ!!"
ham,"ок. ок ок... тогда... какой у тебя план на сегодня?"
ham,"я не шучу, серьезно, я сказал"
ham,"Смотрю фильм Аджит, а?"
ham,"оооооо, я забыл тебе сказать, что могу войти в yoville со своего телефона"
ham,"Все готово, все сдано. Не знаю, считается ли мегашоп в Асде праздником, но я именно это и делаю!"
ham,"я точно не знаю, не могли бы вы спросить у чечи."
ham,"Не знаю, я веду машину, потому что я еду 1 час."
ham,"как будто я хочу скидку для таможенника, ох."
ham,"это обязательно уважительно"
ham,"привет. Надеюсь, у тебя был хороший день. Удачной ночи."
ham,"И он, очевидно, теперь лучший друг с Карли Квик"
ham,"ЖЕСТКО, НО ПРАВДА: Как много вы показываете и amp; выразите свою любовь кому-то.... будет так больно, когда он бросит вас или вы расстанетесь...!鈥┾??〨ну вечер..."
ham,"Девочки, кажется, я получил ваш зонтик, я оставил его на английском, принесу через 2mrw 4, вы любите Franxx"
ham,"Привет, детка, это я, спасибо, что пришла, хотя все прошло не очень хорошо!Я просто хотела свою кровать! Надеюсь скоро увидеть тебя, любовь и поцелуи xxx"
ham,"Итак, Б-г получил бесплатное мороженое... Я осо хочу..."
ham,"пожалуйста, дайте ей сироп прометазина. 5 мл, затем &lt;#&gt; через несколько минут покормите."
ham,"так сколько дней с тех пор?"
ham,"Дорогой, ты злишься, я был занят, дорогой."
ham,"Ага, он мне написал: это юе? Тогда я говорю, что это мой одногруппник, потому что мы сегодня встречаемся, мах... Я спрашиваю, уйдешь ли ты раньше или что, потому что, возможно, тебе придется идти очень далеко..."
ham,"... Ты в пабе?"
ham,"Всё бывает впервые :)"
ham,"Папа, Шу Шу смотрит на тебя... Ты хочешь, чтобы я сказал ему, что ты не в Сингапуре или Ват?"
ham,"я спрашиваю, встретишься ли ты вечером..."
ham,"Гр8. Итак, как вы справляетесь с пробками на острове Виктория? Плюс когда выйдет альбом"
ham,"Nite nite pocay wocay, я люблю тебя больше, чем просто вещь 4eva, я обещаю позвонить тебе 2morrowxxxx"
ham,"Восточное побережье"
ham,"Если хочешь рамэн, тебе следует взять больше куриного бульона, если только я не знаю о нем ничего."
ham,"Мой раб! Я хочу, чтобы вы сделали сегодня 2 или 3 фотографии себя при ярком свете на свой мобильный телефон! Яркий свет!"
ham,"Нет. Я просто забыл. Покажу на следующей неделе"
ham,"ну как дела на самом деле. Что ты задумал. Как мастера. И так далее."
ham,"я у Брюса и amp; Фаулер сейчас, но я в машине мамы, поэтому не могу припарковаться (длинная история)"
ham,"я не знаю, ох. Надеюсь, в этом месяце."
ham,"Привет, Элейн, сегодняшняя встреча подтверждена?"
ham,"ок к..сорри, я знаю 2 шива..татс, я спросил.."
ham,"Извини, я позвоню позже"
ham,"Ты ужасная девчонка... Ты знала, что я встречаюсь с ним, да, а ты все равно приходишь и спрашиваешь меня..."
ham,"Иначе подрабатывал без обучения.."
ham,"О да! И моя диета просто вылетела в окно"
spam,"Санта звонит! Хотели бы ваши малыши получить звонок в канун Рождества? Позвоните по телефону 09058094583, чтобы забронировать время."
ham,"ты не дописал суть, ох."
ham,"Э, да, я буду там в 15:26, извини! Просто скажи мне, в каком пабе/кафе посидеть, и приходи, когда сможешь"
ham,"Если ты сможешь прийти в любое время сегодня вечером или в любое время, это круто, просто напиши мне, когда будешь рядом"
ham,"Если бы я был, я бы не обратил внимания"
ham,"Спасибо большое за помощь!"
ham,"Тебе придется быть более конкретным."
ham,"Иисус Арманд действительно пытается рассказать всем, кого сможет найти."
ham,"я с ним сейчас покупаю тик Лар..."
ham,"режим мужчины или ты ушел."
ham,"Я медленно использую настройки Биолы."
ham,"Что делаешь потом? Сар ххх"
ham,"Привет,я забронировала 2 урока по Сунь Ляо..."
ham,"Спасибо. ты обычно встречаешься с братьями?"
ham,"Кстати, убедитесь, что вы едете на поезде до улицы Форгейт, а не до кустарникового холма. Веселой ночи x"
ham,"Я подумал подарить ему часы, просто потому что такие вещи ты получаешь 4an18th. И он так их любит!"
spam,"вы выиграли гарантированную награду в размере 32 000 или, может быть, даже 1000 фунтов стерлингов наличными, чтобы получить свою награду, позвоните бесплатно по номеру 0800 ..... (18+). Это законный номер efreefone, как вы думаете???"
ham,"Доброе утро. В ремонтной мастерской — ЕДИНСТВЕННАЯ причина, по которой я не сплю в такой час."
ham,"И это нормально, у меня достаточно почек, по крайней мере, на большую часть ночи"
ham,"я вернулся. Хорошее путешествие! Дайте мне знать, если вам нужны какие-либо квитанции. Должен ли я сказать вам, как кулон?"
ham,"Так что это избавит вас от забот о деньгах"
ham,"хорошо, мы можем что-нибудь купить, вы работаете до вечера?"
spam,"Последние новости! Туалет в полицейском участке украден, полицейским нечего делать!"
ham,"Сак надо продолжать :)"
ham,"Просто спой ХУ. Я думаю, что также важно найти кого-то женщину, которая хорошо знает это место, желательно гражданку, которая также умна, чтобы помочь вам ориентироваться. Даже такие вещи, как выбор тарифного плана, требуют руководства. Если сомневаетесь, спрашивайте, особенно девушек."
ham,"Что???? Привет, адрес электронной почты Wats Talks?"
ham,"Вот только есть цыпочка с огромными сиськами."
ham,"мне просто интересно, чем ты сейчас занимаешься?"
ham,"Желаю вам прекрасного дня. Каждый момент открывает еще больше вещей, которые заставят вас улыбнуться. Наслаждайтесь этим."
spam,"Для самых ярких шоппингов от 45 на человека; позвоните по телефону 0121 2025050 или посетите сайт www.shortbreaks.org.uk."
ham,"Арун, ты можешь меня перевести?"
ham,"Извини, я позвоню позже"
ham,"Если вы услышите громкий крик примерно в районе &lt;#&gt; минут, потому что мой гинеколог будет пихать мне чужие вещи :/"
spam,"только декабрь! Если бы вашмобильный 11 месяцев+? Вы имеете право бесплатно обновить мобильную версию цветной камеры до последней версии! Позвоните в Mobile Update Co БЕСПЛАТНО по номеру 08002986906."
ham,"ОК, думаю, я понял. Тогда ты хочешь, чтобы я пришел сейчас или что?"
spam,"Txt: ПОЗВОНИТЕ на номер: 86888 и получите вознаграждение в виде 3 часов разговора со своего телефона прямо сейчас! Подписаться: 6 фунтов стерлингов в месяц, включая 3 часа 16 остановок?txtStop www.gamb.tv"
ham,"ТЫ ВЫХОДИШЬ НА 2 НОЧИ?"
ham,"я буду дорожить каждым мгновением, которое мы проводим вместе..."
ham,"Принести нам бутылку вина, чтобы развлечься? Просто шучу! я все равно принесу один"
spam,"http//tms. Widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Рингтон¡"
spam,"Подготовьте свой сад к лету с БЕСПЛАТНЫМ выбором летних луковиц и семян стоимостью 33 фунта стерлингов 50 только в The Scotsman в эту субботу. Чтобы остановить go2 notxt.co.uk"
spam,"СРОЧНО! Розыгрыш прошлых выходных показывает, что вы выиграли 1000 фунтов стерлингов наличными или отпуск в Испании! ЗВОНИТЕ СЕЙЧАС 09050000332, чтобы получить заявку. Условия и условия: RSTM, SW7 3SS. 150 страниц в минуту."
ham,"ок лор."
ham,"я думал слайда достаточно."
ham,"ага"
ham,"Ну, очевидно, нет, потому что все люди в моей крутой студенческой жизни разошлись по домам ;_;"
ham,"ок, дозвонишься, тогда напиши мне."
ham,"Где маменькин сынок? Он хороший или плохой? Он позитивный или негативный? Почему маму заставляют ждать? Хммм?"
ham,"Дхони повезло выиграть какой-нибудь крупный титул. Так что мы победим :)"
ham,"Да, принцесса! Я хочу радовать тебя каждую ночь. Ваше желание для меня закон..."
ham,"Что сегодня-воскресенье..воскресенье выходной..поэтому никакой работы.."
ham,"Нет наверное &lt;#&gt; %."
ham,"Очень надеюсь, что работа не станет для меня стрессовой. Удачного дня."
ham,"ты видел, кто вернулся в Холби?!"
ham,"сейчас позвоню, дорогая, за едой"
spam,"СРОЧНО Мы пытаемся связаться с вами. Розыгрыш на прошлых выходных показал, что вы выиграли приз в размере 1000 фунтов стерлингов. ГАРАНТИРОВАННО Звоните по номеру 09064017295. Код заявки K52. Действителен с 12:00 до 15:00."
ham,"Так ли хай... Мне уже скучно, да лектор повторяет вещи прошлой недели, зря тратишь время..."
ham,", , и собирать их из разных точек  идти 2 года  и они сделают проект двигателя 4 3 часа  а потом ты отвезешь их домой.  12 2 5,30 максимум.  Очень легко"
ham,"А еще ты и твоя семья поехали в Род-Айленд или куда-нибудь еще, и оставили меня одного на той неделе, когда у меня есть новый бонг &gt;:("
ham,"я конечно еще и песни загружаю"
spam,"2 пенса за минуту звонка в Германию по номеру 08448350055 с вашей линии BT. Всего 2р за минуту. Посетите PlanetTalkInstant.com для получения информации, а также Т и Т. Отправьте сообщение, чтобы отказаться"
ham,"К. я отправлю еще раз"
ham,"ох спасибо большое..я уже купила 2 яйца.."
ham,"К. я отправлю еще раз"
ham,"ты учишься в школе или идешь домой? В любом случае, я пойду через 2 урока позже."
spam,"Marvel Mobile Играйте в официальную игру Ultimate Spider-Man (4,50 фунта стерлингов) на своем мобильном телефоне прямо сейчас. Чтобы узнать об игре, отправьте сообщение SPIDER на номер 83338, и мы вышлем вам БЕСПЛАТНЫЕ обои 8Ball."
ham,"я думаю, если он будет править Тамилнадом... то нашему народу будет очень тяжело."
ham,"Круто, мы пойдем посмотрим, все равно придется пойти на чаевые. Ты дома, есть что-нибудь, что можно заглянуть позже? Так что пойдем сегодня вечером в город! Может, мама нас примет."
ham,"Добрый день, любовь моя... Как проходит твой день? Как ты спал? Надеюсь, ты здорова, мой мальчик... Я думаю о тебе..."
ham,"Да... Я верю, что ты купишь новые вещи как можно скорее, чтобы я мог их опробовать."
spam,"SMS-УСЛУГИ. Для получения текстовых кредитов перейдите на сайт www.comuk.net, введите логин= 3qxj9, отмените подписку, нажав STOP, без дополнительной оплаты. Помогите: 08702840625.COMUK. 220-CM2 9AE."
ham,"Почему я проснулся один &gt;:("
ham,"А теперь убери шаг 2. Поздравляю еще раз."
ham,"У любви один закон; Порадуйте человека, которого вы любите. Точно так же и у дружбы один закон; Никогда не заставляй своего друга чувствовать себя одиноким, пока ты не жив.... Доброй ночи"
spam,"ЧАСТНЫЙ! В выписке со счета за 2003 год для номера 07808247860 указано 800 неиспользованных баллов SIM. Позвоните по телефону 08719899229. Идентификатор: 40411. Срок действия истекает 11.06.04."
ham,"апо, все остальные только мокка игроки"
ham,"Возможно, * гораздо проще предоставить идентификационные данные вашей учетной записи, так что я сделаю это завтра в UNI"
ham,"Подожди. Я отправлю сообщение после &lt;#&gt; мин."
